3,1,4,1
4,1,5,1
5,1,6,1
6,1,7,1
7,1,8,1
8,1,9,1
9,1,10,1

4,1,5,1
5,1,6,1
6,1,7,1
7,1,8,1
8,1,9,1
9,1,10,1

5,1,6,1
6,1,7,1
7,1,8,1
8,1,9,1
9,1,10,1

6,1,7,1
7,1,8,1
8,1,9,1
9,1,10,1

7,1,8,1
8,1,9,1
9,1,10,1

8,1,9,1
9,1,10,1

9,1,10,1

3,2,4,2
4,2,5,2
5,2,6,2
6,2,7,2
7,2,8,2
8,2,9,2
9,2,10,2

4,2,5,2
5,2,6,2
6,2,7,2
7,2,8,2
8,2,9,2
9,2,10,2

5,2,6,2
6,2,7,2
7,2,8,2
8,2,9,2
9,2,10,2

6,2,7,2
7,2,8,2
8,2,9,2
9,2,10,2

7,2,8,2
8,2,9,2
9,2,10,2

8,2,9,2
9,2,10,2

9,2,10,2
